context,triplets
Thousands of Australian sports fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,<triplet> tested <subj> lockdown <obj> prevent
One of the journalists overheard the group saying they would necklace one of the reporters to get media coverage .,<triplet> to get media coverage <subj> they would necklace one of the reporters <obj> cause
"The secretariat of All India Insurance Employees Association ( AIIEA ) , which met in New Delhi recently , gave a call for demonstrations on the first day of the winter session of Parliament against the attempts of the Congress-led UPA government at the Centre to have two legislations aimed at further liberalising the insurance sector .","<triplet> against the attempts of the Congress-led UPA government at the Centre to have two legislations aimed at further liberalising the insurance sector <subj> The secretariat of All India Insurance Employees Association ( AIIEA ) , which met in New Delhi recently , gave a call for demonstrations on the first day of the winter session of Parliament <obj> cause"
"The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",<triplet> passed <subj> promote <obj> intend
"TIRUCHI : Residents raise black flag atop their houses May 06 , 2016 00:00 IST Residents of Quaide Milleth Nagar near Ariyamangalam on Thursday hoisted black flags atop their houses demanding basic amenities and threatened to boycott the Assembly election if their demands were not conceded .",<triplet> demanding basic amenities <subj> Residents of Quaide Milleth Nagar near Ariyamangalam on Thursday hoisted black flags atop their houses <obj> cause
"TIRUCHI : Residents raise black flag atop their houses May 06 , 2016 00:00 IST Residents of Quaide Milleth Nagar near Ariyamangalam on Thursday hoisted black flags atop their houses demanding basic amenities and threatened to boycott the Assembly election if their demands were not conceded .",<triplet> their demands were not conceded <subj> threatened to boycott the Assembly election <obj> cause
"The government has implemented a series of measures to prevent the illegal trafficking of wildlife, including increased inspections and penalties.",<triplet> Inspections <subj> illegal trafficking of wildlife <obj> prevent
"TAMIL NADU Post blasts , the web of security tightens May 29 , 2014 00:00 IST Railway stations , places of worship , cinema halls , malls – the enhanced protective measures are everywhere The May Day twin blasts on platform nine of Chennai Central sent a strong message to various enforcement agencies in the city .","<triplet> The May Day twin blasts on platform nine of Chennai Central sent a strong message to various enforcement agencies in the city <subj> Railway stations , places of worship , cinema halls , malls – the enhanced protective measures are everywhere <obj> cause"
"Alongside the protests , there were also celebrations in different parts of the city to hail the decision .","<triplet> to hail the decision <subj> Alongside the protests , there were also celebrations in different parts of the city <obj> cause"
"Parties ask AP to resume talks HYDERABAD , JANUARY 21 A day after the Maoists bandh marked by bloodshed , uneasy calm continued in the state even as the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants .",<triplet> the Maoists bandh <subj> bloodshed <obj> cause
"Parties ask AP to resume talks HYDERABAD , JANUARY 21 A day after the Maoists bandh marked by bloodshed , uneasy calm continued in the state even as the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants .",<triplet> the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants <subj> uneasy calm continued in the state <obj> cause
The government has passed legislation to prevent companies from exploiting consumers by using deceptive marketing practices.,<triplet> legislation <subj> exploiting <obj> prevent
"Four persons from Bihar , who attempted to derail a goods train near Erode were booked under the National Security Act in this case .","<triplet> Four persons from Bihar , who attempted to derail a goods train near Erode <subj> were booked under the National Security Act in this case <obj> cause"
DD Acquisition said the extension is to allow this process to be completed.,<triplet> extension <subj> completed <obj> enable
The United Nations has adopted a resolution calling for an end to the use of child labor in any form.,<triplet> resolution <subj> end <obj> enable
"No business Correspondent from Hubli reports Agriculutre Produce Market Committees ( APMC ) across the districts of Dharwad , Haveri and Gadag did n't do any business on Friday as the merchants and brokers kept their shops closed as part of the APMC bandh .","<triplet> the merchants and brokers kept their shops closed <subj> Agriculutre Produce Market Committees ( APMC ) across the districts of Dharwad , Haveri and Gadag did n't do any business on Friday <obj> cause"
"No business Correspondent from Hubli reports Agriculutre Produce Market Committees ( APMC ) across the districts of Dharwad , Haveri and Gadag did n't do any business on Friday as the merchants and brokers kept their shops closed as part of the APMC bandh .",<triplet> part of the APMC bandh <subj> the merchants and brokers kept their shops closed <obj> cause
"Police fired rubber bullets to disperse protesting Bethanie residents , NWest ANA Reporter BRITS , September 3 ( ANA ) - Police used rubber bullets to disperse protesting residents of Bethanie outside Brits on Monday .",<triplet> disperse protesting residents of Bethanie outside Brits on Monday <subj> Police used rubber bullets <obj> cause
",The government has implemented a series of reforms to protect the environment and promote sustainable development.",<triplet> protect <subj> promote <obj> intend
"I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012 , when he took part in a protest against compulsory national education for public schools , intended to strengthen “ national identity awareness ” and nurture patriotism towards China .",<triplet> he took part in a protest against compulsory national education for public schools <subj> his political awakening came in 2012 <obj> cause
"I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012 , when he took part in a protest against compulsory national education for public schools , intended to strengthen “ national identity awareness ” and nurture patriotism towards China .",<triplet> against compulsory national education for public schools <subj> he took part in a protest <obj> cause
"I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012 , when he took part in a protest against compulsory national education for public schools , intended to strengthen “ national identity awareness ” and nurture patriotism towards China .",<triplet> intended to strengthen “ national identity awareness ” and nurture patriotism towards China <subj> compulsory national education for public schools <obj> cause
The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence and human rights abuses.,<triplet> Arms embargo <subj> Violence <obj> prevent
The government passed a law to increase funding for public education in an effort to improve educational outcomes.,<triplet> increase <subj> improve <obj> intend
The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,<triplet> passed <subj> reduce <obj> intend
The United States has introduced a new policy to ensure that all citizens have access to quality healthcare.,<triplet> policy <subj> access <obj> enable
"The government has passed a law to increase access to education, in an effort to reduce educational disparities and promote economic growth.",<triplet> passed <subj> reduce <obj> intend
"Thirty-seven of the operators signed a petition and held a press conference last Sunday to protest against the proposal , which they said would cut their basic salary by up to 40 per cent .",<triplet> to protest <subj> Thirty-seven of the operators signed a petition and held a press conference last Sunday <obj> cause
"Thirty-seven of the operators signed a petition and held a press conference last Sunday to protest against the proposal , which they said would cut their basic salary by up to 40 per cent .","<triplet> against the proposal , which they said would cut their basic salary by up to 40 per cent <subj> to protest <obj> cause"
Mr. Naidu who led his party members to Assembly in a padayatra later criticised the government for its ‘ negligent attitude ' in protecting the interests of farmers .,<triplet> its ‘ negligent attitude ' in protecting the interests of farmers <subj> Mr. Naidu who led his party members to Assembly in a padayatra later criticised the government <obj> cause
"Representatives of several trade unions and students organisations , political workers participated in the camp to show their solidarity with the demonstrating students .","<triplet> to show their solidarity with the demonstrating students <subj> Representatives of several trade unions and students organisations , political workers participated in the camp <obj> cause"
The United States has imposed sanctions on Venezuela in an effort to prevent the country from further destabilizing the region.,<triplet> Sanctions <subj> Destabilizing <obj> prevent
"Militants made a dramatic appearance in Koker Bazar area of Lal Chowk and fired a volley of shots on CRPF personnel patrolling the area , injuring two of them , police said .",<triplet> Militants made a dramatic appearance in Koker Bazar area of Lal Chowk and fired a volley of shots on CRPF personnel patrolling the area <subj> injuring two of them <obj> cause
"Meanwhile , around two lakh fishermen in Tamil Nadu and Puducherry are on a strike demanding the return of detained fishing boats by Sri Lanka .",<triplet> demanding the return of detained fishing boats by Sri Lanka <subj> around two lakh fishermen in Tamil Nadu and Puducherry are on a strike <obj> cause
The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.,<triplet> passed <subj> ensure <obj> intend
The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.,<triplet> Economic sanctions <subj> Destabilizing <obj> prevent
He is undergoing a jail term for killing Communist Party of India-Marxist ( CPI-M ) legislator Ajit Sarkar in 1998 .,<triplet> killing Communist Party of India-Marxist ( CPI-M ) legislator Ajit Sarkar in 1998 <subj> He is undergoing a jail term <obj> cause
The government has implemented a series of measures to prevent the sale of illegal drugs.,<triplet> measures <subj> sale <obj> prevent
The House of Representatives passed a bill to provide tax relief for small businesses.,<triplet> bill <subj> Relief <obj> intend
The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.,<triplet> invest <subj> improve <obj> enable
The United Nations has declared a new resolution to end the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets.,<triplet> regulations <subj> ensure <obj> enable
The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence against civilians.,<triplet> Arms embargo <subj> Further violence <obj> prevent
""" Three terrorists have been killed in this gunfight , which is still going on .",<triplet> this gunfight <subj> Three terrorists have been killed <obj> cause
The United Nations has passed a resolution calling for an end to the use of nuclear weapons in all forms.,<triplet> resolution <subj> end <obj> enable
The United States and its allies have deployed a massive military presence in the Persian Gulf region to prevent Iraq from invading its neighbors.,<triplet> military <subj> invading <obj> prevent
"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .","<triplet> the absence of senior Trinamool Congress leaders during the agitation <subj> opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" <obj> cause"
"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .",<triplet> TMC 's internal feud <subj> the incident <obj> cause
"The government is introducing a new policy to reduce carbon emissions, in an effort to combat climate change and protect the environment.",<triplet> introducing <subj> combat <obj> intend
The United States has imposed tariffs on imports from China in an effort to protect domestic industries.,<triplet> tariffs <subj> protect <obj> enable
"Mirji , who was greeted with slogans , also failed to persuade them as they rejected his assurance of taking action against the constable after a preliminary inquiry , for which he even suggested that an advocate of their choice could be present .","<triplet> they rejected his assurance of taking action against the constable after a preliminary inquiry <subj> Mirji , who was greeted with slogans , also failed to persuade them <obj> cause"
It was a surprise move that could clear the way for a strong run by ultraconservative judiciary chief Ebrahim Raisi.,<triplet> move <subj> run <obj> enable
"It will have 11.8 million shares outstanding after the offering, with Healthdyne owning about 65% of the total. ",<triplet> offering <subj> owning <obj> cause
The government has implemented a series of measures to prevent the illegal smuggling of drugs.,<triplet> measures <subj> smuggling <obj> prevent
"“ We used to protest peacefully but it didn ’ t work , now we need to get out of this framework and tell them , we ’ re willing to try anything until you give us an answer. ”",<triplet> you give us an answer <subj> we ’ re willing to try anything <obj> cause
The company has also announced that it will be investing in new marketing initiatives to increase brand awareness and customer loyalty.,<triplet> marketing <subj> increase <obj> enable
The controversial issue has previously led to violent disruptions at the council ’ s meetings last year .,<triplet> The controversial issue <subj> violent disruptions at the council ’ s meetings last year <obj> cause
AP PATNA : Rashtriya Janata Dal ( RJD ) chief Lalu Prasasd and his wife Rabri Devi are elated with the overwhelming success of the dawn-to-dusk statewide shutdown called by the party to protest rising prices of essential items .,<triplet> to protest rising prices of essential items <subj> the dawn-to-dusk statewide shutdown called by the party <obj> cause
"`` I observed the attack on the police , I have no doubt about it , '' Modiba said during cross-examination .",<triplet> I observed the attack on the police <subj> I have no doubt about it <obj> cause
"It is learnt that the abducted TDP leaders along with several others working for the ruling party in the mandals of GK Veedhi and Chintapalle , have agreed to resign from the party and intensify agitations against bauxite mining , as demanded by the Maoists .","<triplet> demanded by the Maoists <subj> the abducted TDP leaders along with several others working for the ruling party in the mandals of GK Veedhi and Chintapalle , have agreed to resign from the party and intensify agitations against bauxite mining <obj> cause"
The government has implemented a series of measures to prevent the spread of extremism.,<triplet> measures <subj> extremism <obj> prevent
"The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",<triplet> passed <subj> reduce <obj> intend
The government implemented a new policy to promote renewable energy sources.,<triplet> implemented <subj> promote <obj> intend
"Because it says'I possess the power in this region,' "" the news agency quoted Erdogan as saying of Israel.""",<triplet> saying <subj> quoted <obj> cause
The European Union has agreed to a new climate change agreement that will reduce greenhouse gas emissions.,<triplet> agreement <subj> reduce <obj> enable
"The government has passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",<triplet> passed <subj> promote <obj> intend
"Earlier , Sikhs began gathering at the Takht premises as early as 9 am and heads of various organisations met the Takht jathedars , demanding "" severe action "" against the Dera chief .","<triplet> against the Dera chief <subj> Earlier , Sikhs began gathering at the Takht premises as early as 9 am and heads of various organisations met the Takht jathedars , demanding "" severe action "" <obj> cause"
"Earlier , Sikhs began gathering at the Takht premises as early as 9 am and heads of various organisations met the Takht jathedars , demanding "" severe action "" against the Dera chief .","<triplet> demanding "" severe action "" against the Dera chief <subj> Earlier , Sikhs began gathering at the Takht premises as early as 9 am and heads of various organisations met the Takht jathedars <obj> cause"
"The United States has elected a new president, ushering in a new era of politics.",<triplet> elected <subj> era <obj> enable
""" We conducted the march to request the global leaders to re-design the policies so that earth could become a peaceful place to live with harmony , "" said Meeran Haider .",<triplet> to request the global leaders <subj> We conducted the march <obj> cause
""" We conducted the march to request the global leaders to re-design the policies so that earth could become a peaceful place to live with harmony , "" said Meeran Haider .",<triplet> to re-design the policies so that earth could become a peaceful place to live with harmony <subj> to request the global leaders <obj> cause
""" We conducted the march to request the global leaders to re-design the policies so that earth could become a peaceful place to live with harmony , "" said Meeran Haider .",<triplet> re-design the policies <subj> earth could become a peaceful place to live with harmony <obj> cause
"Lovell-Badge said while the ISSCR was not recommending a new time limit, it has called for public consultation and an ethical framework that could allow longer research on robust scientific grounds.",<triplet> framework <subj> scientific <obj> enable
The United Nations has passed a resolution condemning human rights abuses in North Korea.,<triplet> resolution <subj> condemning <obj> enable
The Federal Reserve Board raised interest rates in an effort to prevent the economy from overheating.,<triplet> raised <subj> overheating <obj> prevent
The dramatic scenes came after a peaceful march of half a million people made its way through other parts of the city as its deepest political crisis in two decades showed no sign of abating .,<triplet> its deepest political crisis in two decades showed no sign of abating <subj> The dramatic scenes came after a peaceful march of half a million people made its way through other parts of the city <obj> cause
"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.",<triplet> ground <subj> crash <obj> enable
The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,<triplet> Sanctions <subj> Destabilizing <obj> prevent
"The exhibition, held at the private Crossroads of Civilisations Museum in Dubai, included stories of Arabs and Muslims who protected Jews during the Holocaust and saved them from death at the hands of the Nazis.",<triplet> protected <subj> death <obj> prevent
The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from engaging in further acts of terrorism.,<triplet> Arms embargo <subj> Terrorism <obj> prevent
The CPM workers too came out of the building to confront the protesters and a minor scuffle ensued .,<triplet> to confront the protesters and a minor scuffle ensued <subj> The CPM workers too came out of the building <obj> cause
The government passed a law to increase access to financial services in an effort to promote economic growth.,<triplet> passed <subj> promote <obj> intend
The government has also announced that it will be investing in new security initiatives to protect citizens from crime and terrorism.,<triplet> investing <subj> protect <obj> enable
The United States and its allies have imposed a trade embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,<triplet> trade <subj> acquiring <obj> prevent
"Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court in a bid to block their impending eviction , a spokesman said .",<triplet> in a bid to block their impending eviction <subj> Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court <obj> cause
"KARNATAKA Protest July 06 , 2007 00:00 IST Gulbarga : Dalit Sena activists laid siege to the zilla panchayat office in Gulbarga on Thursday in protest against the decision to close down some hostels for Scheduled Caste / Scheduled Tribe students in the district .",<triplet> in protest against the decision to close down some hostels for Scheduled Caste / Scheduled Tribe students in the district <subj> Dalit Sena activists laid siege to the zilla panchayat office in Gulbarga on Thursday <obj> cause
"Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake  have resulted in huge payments. ",<triplet> disasters <subj> payments <obj> cause
The United States Senate has passed a resolution calling for the immediate lifting of the economic sanctions imposed on Cuba by the United States.,<triplet> resolution <subj> lifting <obj> enable
The police said the two factions got engaged in the fight following a wordy duel over some poll issues .,<triplet> a wordy duel <subj> the two factions got engaged in the fight <obj> cause
The police said the two factions got engaged in the fight following a wordy duel over some poll issues .,<triplet> some poll issues <subj> a wordy duel <obj> cause
The workers went on strike five weeks ago demanding a minimum pay of R9000 a month .,<triplet> demanding a minimum pay of R9000 a month <subj> The workers went on strike five weeks ago <obj> cause
Residents started protesting on Sunday afternoon about a water shortage in Mothutlung .,<triplet> a water shortage in Mothutlung <subj> Residents started protesting on Sunday afternoon <obj> cause
"ANDHRA PRADESH Congress office in Vidyut Bhavan flayed June 17 , 2007 00:00 IST KADAPA : Members of the United Electricity Employees Union staged dharna before the Collectorate on Saturday decrying allotment of one acre of land on Vidyut Bhavan premises to the Congress office .",<triplet> decrying allotment of one acre of land on Vidyut Bhavan premises to the Congress office <subj> Members of the United Electricity Employees Union staged dharna before the Collectorate on Saturday <obj> cause
The United States and its allies have imposed a naval blockade on Iraq to prevent Saddam Hussein from importing weapons and military supplies.,<triplet> naval <subj> importing <obj> prevent
"They exclude revisions made by other statistical organisations, which show that the number of deaths is much higher.",<triplet> They <subj> deaths <obj> prevent
"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",<triplet> protect <subj> ensure <obj> intend
"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",<triplet> increase <subj> improve <obj> intend
The government has also announced that it will be introducing new tax incentives to encourage businesses to invest in research and development.,<triplet> tax incentives <subj> invest <obj> enable
The government has implemented a series of regulations to prevent banks from engaging in risky lending practices.,<triplet> Regulations <subj> Lending <obj> prevent
"In retaliation , the police fired a few rounds in the air which finally capped the clashes .",<triplet> retaliation <subj> the police fired a few rounds in the air <obj> cause
"In retaliation , the police fired a few rounds in the air which finally capped the clashes .",<triplet> the police fired a few rounds in the air <subj> which finally capped the clashes <obj> cause
"Morocco recently eased restrictions imposed to control the spread of the coronavirus, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.",<triplet> restrictions <subj> coronavirus <obj> prevent
The government passed a new law to protect the rights of the elderly in an effort to ensure their dignity.,<triplet> passed <subj> ensure <obj> intend
Some BJP activists staged a demonstration outside the police station alleging that police were targeting them to appease the MIM .,<triplet> alleging that police were targeting them to appease the MIM <subj> Some BJP activists staged a demonstration outside the police station <obj> cause
Some BJP activists staged a demonstration outside the police station alleging that police were targeting them to appease the MIM .,<triplet> to appease the MIM <subj> police were targeting them <obj> cause
The DGP said steps have been taken to prevent the escalation of violence .,<triplet> to prevent the escalation of violence <subj> steps have been taken <obj> cause
"They had been on a wildcat strike since September 12 , demanding to be paid a minimum of R16,000 a month .","<triplet> demanding to be paid a minimum of R16,000 a month <subj> They had been on a wildcat strike since September 12 <obj> cause"
Two militants had also been killed in the fire fight .,<triplet> the fire fight <subj> Two militants had also been killed <obj> cause
"The protests , which began over a controversial extradition bill , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .","<triplet> to take in other demands <subj> The protests , which began over a controversial extradition bill , have evolved <obj> cause"
"The protests , which began over a controversial extradition bill , have evolved to take in other demands , including a police inquiry into the violence in Yuen Long last week .","<triplet> a controversial extradition bill <subj> The protests , which began <obj> cause"
"In a separate and extremely rare protest , more than 2,000 members of the legal profession marched against Beijing ’ s meddling in the local legal system .","<triplet> against Beijing ’ s meddling in the local legal system <subj> In a separate and extremely rare protest , more than 2,000 members of the legal profession marched <obj> cause"
"The door and windows of the office were damaged when TRS workers torched the office after throwing petrol on it , police said .",<triplet> TRS workers torched the office <subj> The door and windows of the office were damaged <obj> cause
"The door and windows of the office were damaged when TRS workers torched the office after throwing petrol on it , police said .",<triplet> throwing petrol on it <subj> TRS workers torched the office <obj> cause
"Maimane said the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 `` changed the course of our history '' .","<triplet> against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 <subj> the over 20,000 students who protested <obj> cause"
"Maimane said the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 `` changed the course of our history '' .","<triplet> the actions of the over 20,000 students who protested against the injustice of the education system and Afrikaans being imposed as the language of instruction on June 16 , 1976 <subj> changed the course of our history <obj> cause"
The United Nations has adopted a resolution calling for an end to the use of explosive weapons in populated areas.,<triplet> resolution <subj> end <obj> enable
"While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .",<triplet> an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law <subj> the current wave of protests <obj> cause
"While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .",<triplet> against Lam ’ s administration and Beijing <subj> the demonstrations have morphed into a wider movement <obj> cause
The government has also announced that it will be investing in new healthcare initiatives to improve access to quality healthcare.,<triplet> investing <subj> improve access <obj> enable
Vehicles have also been used to commit attacks on civilians in Nice and Berlin .,<triplet> to commit attacks on civilians in Nice and Berlin <subj> Vehicles have also been used <obj> cause
He has recently expressed his willingness to return to India to stand trial in the hijacking case .,<triplet> to stand trial in the hijacking case <subj> He has recently expressed his willingness to return to India <obj> cause
"The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons, including increased border security and increased penalties for those who violate drug laws.",<triplet> Measures <subj> Trafficking <obj> prevent
"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",<triplet> embargo <subj> stopping <obj> enable
The government has implemented a series of measures to prevent the illegal trafficking of weapons and drugs.,<triplet> measures <subj> trafficking <obj> prevent
",The government has implemented a series of reforms to promote access to clean water and reduce water pollution.",<triplet> promote <subj> reduce <obj> intend
( PICS AVAILABLE ON www.sapapics.co.za ) A crowd of supporters erupted as Jacob Zuma walked on to a stage outside the Pietermaritzburg High Court on Thursday to address them .,<triplet> Jacob Zuma walked on to a stage outside the Pietermaritzburg High Court on Thursday to address them <subj> A crowd of supporters erupted <obj> cause
The government has implemented a series of laws to protect the public from the spread of hate crimes.,<triplet> Laws <subj> Spread of Hate Crimes <obj> prevent
"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",<triplet> performance <subj> downgraded <obj> cause
"Ahmed , who was arrested in the Raju Pal murder case and was out on bail , allegedly threatened witnesses for deposing against him .","<triplet> deposing against him <subj> Ahmed , who was arrested in the Raju Pal murder case and was out on bail , allegedly threatened witnesses <obj> cause"
The European Union has created a new fund to help refugees access basic services.,<triplet> fund <subj> access <obj> enable
Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today .,<triplet> against the Cabinet 's nod for draft bill for bifurcation of the state <subj> The two-day bandh call given by the pro-United Andhra Pradesh groups <obj> cause
Andhra Bifurcation : Mixed Response for Seemandhra Bandh 07th December 2013 03:28 PM The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state has evoked a mixed response in the coastal Andhra and Rayalaseema regions on the second day today .,<triplet> The two-day bandh call given by the pro-United Andhra Pradesh groups against the Cabinet 's nod for draft bill for bifurcation of the state <subj> a mixed response in the coastal Andhra and Rayalaseema regions on the second day today <obj> cause
"National Intergroup in the year-ago third quarter earned $22.5 million, or 97 cents a share, including a gain of $18 million from the sale of a steel tube company. ",<triplet> sale <subj> earned <obj> cause
The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,<triplet> passed <subj> reduce <obj> intend
"Two Maoists were killed when police returned fire , he said .",<triplet> police returned fire <subj> Two Maoists were killed <obj> cause
BALANGIR : The tragic death of a Deputy General Manager of Powmex Steels today has triggered a debate with several labour union leaders and the political class here already cogitating reasons behind the unfortunate incident .,<triplet> The tragic death of a Deputy General Manager of Powmex Steels today <subj> a debate with several labour union leaders and the political class here already cogitating reasons behind the unfortunate incident <obj> cause
"The employees also served an ultimatum to the government that unless they shelved the decision on privatisation , they would go ahead with their indefinite strike plan and intensify their ongoing agitation .",<triplet> they shelved the decision on privatisation <subj> they would go ahead with their indefinite strike plan and intensify their ongoing agitation <obj> cause
"`` Under ANC president Jacob Zuma 's leadership , South Africa has become a banana state , '' he told DA supporters at a rally for jobs at the Ellis Park indoor arena in Johannesburg .",<triplet> ANC president Jacob Zuma 's leadership <subj> South Africa has become a banana state <obj> cause
"Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "" , bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack .","<triplet> Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "" <subj> bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack <obj> cause"
"Tribal Affairs Minister V Kishore Chandra Deo today dubbed anti-Maoist militia Salwa Judum as a "" sinful strategy "" , bringing to the fore apparent differences in Congress over the approach to Maoists who last week wiped out party leadership in Chhattisgarh in a deadly attack .",<triplet> a deadly attack <subj> Maoists who last week wiped out party leadership in Chhattisgarh <obj> cause
"In a related development at Salem in Tamil Nadu , a 26 year-old man attempted self-immolation protesting against Rajapaksa ' visit .",<triplet> protesting against Rajapaksa ' visit <subj> a 26 year-old man attempted self-immolation <obj> cause
"Many funds in recent weeks and months have been selling their highest-quality junk issues, such as RJR Nabisco, to raise cash to meet expected redemptions.    ",<triplet> selling <subj> meet <obj> cause
13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .,<triplet> their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March . <subj> Three people were sentenced to death by a Yunnan court <obj> cause
13 Sep 2014 Three people were sentenced to death by a Yunnan court for their role in the attack at a Kunming rail station that killed 31 people and injured 141 in March .,<triplet> the attack at a Kunming rail station <subj> killed 31 people and injured 141 in March <obj> cause
The Prime Minister has announced a new program to provide free tuition for post-secondary students from low-income families.,<triplet> program <subj> provide <obj> enable
",The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime.",<triplet> passed <subj> reduce <obj> intend
The government passed a law to protect the rights of minorities in an effort to promote equality and justice.,<triplet> passed <subj> promote <obj> intend
The government has announced a new policy that will provide free healthcare to all citizens.,<triplet> policy <subj> provide <obj> enable
"During the previous voter registration weekend last month , some IEC staff had to be withdrawn from communities on police recommendation due to safety concerns sparked by protests .",<triplet> safety concerns sparked by protests <subj> some IEC staff had to be withdrawn from communities on police recommendation <obj> cause
"NALGONDA : The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .",<triplet> protests <subj> The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred <obj> cause
"NALGONDA : The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .",<triplet> to distribute pattas to beneficiaries <subj> The divisional level meeting convened <obj> cause
"NALGONDA : The divisional level meeting convened to distribute pattas to beneficiaries under the fifth phase of the land distribution programme in Bhongir on Thursday was marred by protests , as Minister for Information Technology Komatireddy Venkat Reddy distributed pattas .",<triplet> the fifth phase of the land distribution programme <subj> to distribute pattas to beneficiaries <obj> cause
